player_name,team_name,position,price,total_points,points_per_game,form,minutes,selected_by_percent,expected_goals,expected_assists,expected_goal_involvements,xgi_per_90,value_season
Chris Richards,Crystal Palace,DEF,5.0,3,3.0,3.0,90,0.8,0.0,0.0,0.0,0.0,0.6
Jaydee Canvot,Crystal Palace,DEF,5.0,1,1.0,1.0,90,0.3,0.05,0.01,0.06,0.06,0.2
Tyrick Mitchell,Crystal Palace,DEF,4.5,1,1.0,1.0,90,6.2,0.0,0.01,0.01,0.01,0.2222222222222222
Borna Sosa,Crystal Palace,DEF,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Chadi Riad Dnanou,Crystal Palace,DEF,4.5,1,1.0,1.0,72,0.1,0.0,0.01,0.01,0.0125,0.2222222222222222
Oscar Mingueza,Crystal Palace,DEF,4.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Ismaïla Sarr,Crystal Palace,MID,6.5,0,0.0,0.0,0,4.2,0.0,0.0,0.0,0.0,0.0
Adam Wharton,Crystal Palace,MID,5.5,4,4.0,4.0,90,0.9,0.0,0.24,0.24,0.24,0.7272727272727273
Yéremy Pino Santos,Crystal Palace,MID,5.5,1,1.0,1.0,35,0.2,0.06,0.02,0.08,0.20571428571428574,0.18181818181818182
Will Hughes,Crystal Palace,MID,4.5,0,0.0,0.0,0,11.8,0.0,0.0,0.0,0.0,0.0
Jefferson Lerma Solís,Crystal Palace,MID,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Daichi Kamada,Crystal Palace,MID,5.0,3,3.0,3.0,90,0.3,0.0,0.27,0.27,0.27,0.6
Justin Devenny,Crystal Palace,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Romain Esse,Crystal Palace,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus França de Oliveira,Crystal Palace,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cheick Doucouré,Crystal Palace,MID,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Jesurun Rak-Sakyi,Crystal Palace,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Rio Cardines,Crystal Palace,DEF,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Joél Drakes-Thomas,Crystal Palace,MID,4.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Jørgen Strand Larsen,Crystal Palace,FWD,6.0,1,1.0,1.0,27,0.6,0.25,0.01,0.26,0.8666666666666667,0.16666666666666666
Jean-Philippe Mateta,Crystal Palace,FWD,6.5,2,2.0,2.0,62,5.7,0.7,0.02,0.72,1.0451612903225806,0.3076923076923077
Eddie Nketiah,Crystal Palace,FWD,5.5,1,1.0,1.0,55,0.5,0.6,0.58,1.18,1.9309090909090907,0.18181818181818182
Christantus Uche,Crystal Palace,FWD,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight McNeil,Crystal Palace,MID,5.5,2,2.0,2.0,62,0.2,0.05,0.02,0.07,0.10161290322580646,0.36363636363636365
Remi Matthews,Crystal Palace,GK,4.0,0,0.0,0.0,0,1.8,0.0,0.0,0.0,0.0,0.0
Takehiro Tomiyasu,Crystal Palace,DEF,4.5,1,1.0,1.0,18,0.4,0.0,0.01,0.01,0.05,0.2222222222222222
Anan Khalaili,Crystal Palace,DEF,5.0,1,1.0,1.0,35,0.1,0.0,0.16,0.16,0.4114285714285715,0.2
Zavier Gozo,Crystal Palace,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Nørgaard,Everton,MID,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Brennan Johnson,Everton,MID,6.0,1,1.0,1.0,6,0.2,0.0,0.0,0.0,0.0,0.16666666666666666
Jordan Pickford,Everton,GK,5.5,7,7.0,7.0,90,8.2,0.0,0.02,0.02,0.02,1.2727272727272727
Mark Travers,Everton,GK,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Tom King,Everton,GK,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
James Tarkowski,Everton,DEF,6.0,6,6.0,6.0,90,8.8,0.05,0.0,0.05,0.05,1.0
Jarrad Branthwaite,Everton,DEF,5.5,6,6.0,6.0,90,1.7,0.0,0.01,0.01,0.01,1.0909090909090908
Michael Keane,Everton,DEF,5.0,0,0.0,0.0,0,1.6,0.0,0.0,0.0,0.0,0.0
Jake O'Brien,Everton,DEF,5.0,0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0
Vitalii Mykolenko,Everton,DEF,4.5,6,6.0,6.0,90,1.6,0.0,0.05,0.05,0.05,1.3333333333333333
Nathan Patterson,Everton,DEF,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Aznou,Everton,DEF,4.0,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Kiernan Dewsbury-Hall,Everton,MID,6.5,11,11.0,11.0,90,3.8,0.12,0.17,0.29,0.29,1.6923076923076923
Iliman Ndiaye,Everton,MID,6.0,9,9.0,9.0,90,16.0,0.24,0.32,0.56,0.56,1.5
James Garner,Everton,MID,6.0,1,1.0,1.0,11,0.1,0.0,0.03,0.03,0.24545454545454543,0.16666666666666666
Tim Iroegbunam,Everton,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrique George,Everton,MID,5.5,3,3.0,3.0,83,0.3,0.18,0.08,0.26,0.28192771084337354,0.5454545454545454
Carlos Alcaraz Durán,Everton,MID,5.0,1,1.0,1.0,1,0.1,0.02,0.0,0.02,1.8,0.2
Harrison Armstrong,Everton,MID,5.0,8,8.0,8.0,90,0.1,0.0,0.04,0.04,0.04,1.6
Tyler Dibling,Everton,MID,5.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Merlin Röhl,Everton,MID,5.0,3,3.0,3.0,90,0.1,0.0,0.06,0.06,0.06,0.6
Hayden Hackney,Everton,MID,5.5,3,3.0,3.0,78,0.3,0.01,0.01,0.02,0.023076923076923078,0.5454545454545454
Norberto Bercique Gomes Betuncal,Everton,FWD,5.5,1,1.0,1.0,11,2.7,0.05,0.0,0.05,0.40909090909090917,0.18181818181818182
Thierno Barry,Everton,FWD,5.5,8,8.0,8.0,78,1.6,0.45,0.09,0.54,0.6230769230769231,1.4545454545454546
Bernd Leno,Fulham,GK,4.5,0,0.0,0.0,0,3.1,0.0,0.0,0.0,0.0,0.0
Benjamin Lecomte,Fulham,GK,4.0,0,0.0,0.0,0,1.2,0.0,0.0,0.0,0.0,0.0
Alfie McNally,Fulham,GK,4.0,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Joachim Andersen,Fulham,DEF,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Antonee Robinson,Fulham,DEF,4.5,0,0.0,0.0,0,1.7,0.0,0.0,0.0,0.0,0.0
Jorge Cuenca Barreno,Fulham,DEF,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Tete,Fulham,DEF,4.5,0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0
Calvin Bassey,Fulham,DEF,4.5,0,0.0,0.0,0,0.8,0.0,0.0,0.0,0.0,0.0
Timothy Castagne,Fulham,DEF,4.5,0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0
Alex Iwobi,Fulham,MID,5.5,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Emile Smith Rowe,Fulham,MID,5.5,0,0.0,0.0,0,0.4,0.0,0.0,0.0,0.0,0.0
Kevin Santos Lopes de Macedo,Fulham,MID,5.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Oscar Bobb,Fulham,MID,5.5,0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0
Sander Berge,Fulham,MID,5.0,0,0.0,0.0,0,0.4,0.0,0.0,0.0,0.0,0.0
Tom Cairney,Fulham,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Josh King,Fulham,MID,5.5,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Ryan Sessegnon,Fulham,DEF,4.5,0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0
Harrison Reed,Fulham,MID,4.5,0,0.0,0.0,0,1.6,0.0,0.0,0.0,0.0,0.0
Rodrigo Muniz Carvalho,Fulham,FWD,5.5,0,0.0,0.0,0,0.6,0.0,0.0,0.0,0.0,0.0
Jonah Kusi-Asare,Fulham,FWD,4.5,0,0.0,0.0,0,7.4,0.0,0.0,0.0,0.0,0.0
Gonzalo García,Fulham,FWD,6.0,0,0.0,0.0,0,2.1,0.0,0.0,0.0,0.0,0.0
César Palacios,Fulham,MID,5.5,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Shea Charles,Fulham,MID,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Dillon Phillips,Hull City,GK,4.0,0,0.0,0.0,0,1.6,0.0,0.0,0.0,0.0,0.0
Jack Butland,Hull City,GK,4.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Harvey Cartwright,Hull City,GK,4.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Thimothée Lo-Tutala,Hull City,GK,4.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
John Egan,Hull City,DEF,4.0,8,8.0,8.0,90,1.7,0.0,0.0,0.0,0.0,2.0
Charlie Hughes,Hull City,DEF,4.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Semi Ajayi,Hull City,DEF,4.0,14,14.0,14.0,63,1.3,0.52,0.0,0.52,0.7428571428571429,3.5
Lewie Coyle,Hull City,DEF,4.0,6,6.0,6.0,69,0.7,0.0,0.01,0.01,0.013043478260869565,1.5
Cody Drameh,Hull City,DEF,4.0,1,1.0,1.0,20,0.0,0.05,0.0,0.05,0.225,0.25
Ryan Giles,Hull City,DEF,4.0,6,6.0,6.0,84,0.8,0.02,0.07,0.09,0.09642857142857143,1.5
Matty Jacob,Hull City,DEF,4.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cathal McCarthy,Hull City,DEF,4.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Paddy McNair,Hull City,DEF,4.0,1,1.0,1.0,26,0.1,0.0,0.0,0.0,0.0,0.25
Mohamed Belloumi,Hull City,MID,5.0,3,3.0,3.0,90,0.5,0.05,0.03,0.08,0.08,0.6
Liam Millar,Hull City,MID,5.0,0,0.0,0.0,19,0.1,0.0,0.0,0.0,0.0,0.0
Kieran Dowell,Hull City,MID,4.5,0,0.0,0.0,0,0.4,0.0,0.0,0.0,0.0,0.0
Matt Crooks,Hull City,MID,4.5,2,2.0,2.0,90,0.7,0.0,0.0,0.0,0.0,0.4444444444444444
Regan Slater,Hull City,MID,4.5,6,6.0,6.0,90,3.3,0.0,0.44,0.44,0.44,1.3333333333333333
Eliot Matazo,Hull City,MID,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Abdülkadir Ömür,Hull City,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Kamara,Hull City,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar Zambrano,Hull City,MID,4.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Oli McBurnie,Hull City,FWD,5.5,5,5.0,5.0,90,1.5,0.16,0.01,0.17,0.17,0.9090909090909091
David Akintola,Hull City,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Darko Gyabi,Hull City,MID,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Enis Destan,Hull City,FWD,4.5,0,0.0,0.0,0,0.4,0.0,0.0,0.0,0.0,0.0
Mason Burstow,Hull City,FWD,4.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Joe Gelhardt,Hull City,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Targett,Hull City,DEF,4.0,1,1.0,1.0,5,2.4,0.0,0.0,0.0,0.0,0.25
Hidemasa Morita,Hull City,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Konstantinos Tzolakis,Hull City,GK,4.5,10,10.0,10.0,90,1.0,0.0,0.0,0.0,0.0,2.2222222222222223
Jens Hjertø-Dahl,Hull City,MID,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Elliot Stroud,Hull City,MID,5.0,3,3.0,3.0,70,0.1,0.0,0.03,0.03,0.03857142857142857,0.6
Lucas Herrington,Hull City,DEF,4.0,1,1.0,1.0,26,0.7,0.0,0.0,0.0,0.0,0.25
Nobel Mendy,Hull City,DEF,4.0,15,15.0,15.0,63,1.6,0.28,0.0,0.28,0.4,3.75
Lucas Gourna-Douath,Hull City,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Issa Diop,Ipswich Town,DEF,4.0,2,2.0,2.0,90,18.1,0.0,0.01,0.01,0.01,0.5
Saša Lukić,Ipswich Town,MID,5.0,5,5.0,5.0,90,0.1,0.0,0.02,0.02,0.02,1.0
Christian Walton,Ipswich Town,GK,4.5,0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0
Alex Palmer,Ipswich Town,GK,4.0,0,0.0,0.0,0,4.7,0.0,0.0,0.0,0.0,0.0
David Button,Ipswich Town,GK,4.0,0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0
Cédric Kipré,Ipswich Town,DEF,4.0,0,0.0,0.0,0,0.7,0.0,0.0,0.0,0.0,0.0
Dara O'Shea,Ipswich Town,DEF,4.0,4,4.0,4.0,90,3.5,0.0,0.16,0.16,0.16,1.0
Leif Davis,Ipswich Town,DEF,4.0,2,2.0,2.0,90,5.2,0.0,0.01,0.01,0.01,0.5
Jacob Greaves,Ipswich Town,DEF,4.0,2,2.0,2.0,90,1.5,0.0,0.0,0.0,0.0,0.5
Ben Johnson,Ipswich Town,DEF,4.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Darnell Furlong,Ipswich Town,DEF,4.0,0,0.0,0.0,0,0.7,0.0,0.0,0.0,0.0,0.0
Marcelino Núñez,Ipswich Town,MID,5.0,4,4.0,4.0,79,0.1,0.03,0.03,0.06,0.06835443037974684,0.8
Azor Matusiwa,Ipswich Town,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Wes Burns,Ipswich Town,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Taylor,Ipswich Town,MID,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Clarke,Ipswich Town,MID,5.5,7,7.0,7.0,19,0.3,0.1,0.0,0.1,0.47368421052631576,1.2727272727272727
Chiedozie Ogbene,Ipswich Town,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Abdul Fatawu,Ipswich Town,MID,5.5,2,2.0,2.0,65,0.2,0.0,0.41,0.41,0.5676923076923077,0.36363636363636365
Emersonn Correia da Silva,Ipswich Town,FWD,5.5,9,9.0,9.0,65,0.7,0.82,0.06,0.88,1.2184615384615385,1.6363636363636365
George Hirst,Ipswich Town,FWD,5.0,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Jaden Philogene,Ipswich Town,MID,5.5,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Sam Szmodics,Ipswich Town,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Chuba Akpom,Ipswich Town,FWD,5.0,1,1.0,1.0,24,0.6,0.0,0.0,0.0,0.0,0.2
Sindre Walle Egeli,Ipswich Town,FWD,4.5,1,1.0,1.0,10,2.2,0.0,0.0,0.0,0.0,0.2222222222222222
Ali Al-Hamadi,Ipswich Town,FWD,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Kasey McAteer,Ipswich Town,MID,4.5,1,1.0,1.0,24,1.4,0.0,0.0,0.0,0.0,0.2222222222222222
Anis Mehmeti,Ipswich Town,MID,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Kayne van Oevelen,Ipswich Town,GK,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Daizen Maeda,Ipswich Town,MID,5.5,2,2.0,2.0,79,0.4,0.61,0.0,0.61,0.6949367088607594,0.36363636363636365
Kjell Scherpen,Ipswich Town,GK,4.5,2,2.0,2.0,90,0.7,0.0,0.0,0.0,0.0,0.4444444444444444
Florentino Ibrain Morris Luís,Ipswich Town,MID,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Julio Enciso,Ipswich Town,MID,5.5,5,5.0,5.0,70,0.3,0.23,0.31,0.54,0.6942857142857144,0.9090909090909091
Abdoul Ouattara,Ipswich Town,DEF,4.0,1,1.0,1.0,10,1.1,0.0,0.0,0.0,0.0,0.25
Cameron Humphreys,Ipswich Town,MID,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Wilson,Leeds,MID,6.5,3,3.0,3.0,65,6.2,0.0,0.02,0.02,0.027692307692307693,0.46153846153846156
Lucas Estella Perri,Leeds,GK,4.5,0,0.0,0.0,0,0.6,0.0,0.0,0.0,0.0,0.0
Jaka Bijol,Leeds,DEF,5.0,10,10.0,10.0,90,0.5,0.11,0.0,0.11,0.11,2.0
Joe Rodon,Leeds,DEF,4.5,6,6.0,6.0,90,3.6,0.03,0.06,0.09,0.09,1.3333333333333333
Jayden Bogle,Leeds,DEF,4.5,6,6.0,6.0,90,0.5,0.0,0.0,0.0,0.0,1.3333333333333333
Gabriel Gudmundsson,Leeds,DEF,4.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
James Justin,Leeds,DEF,4.5,10,10.0,10.0,90,0.7,0.0,0.01,0.01,0.01,2.2222222222222223
Sebastiaan Bornauw,Leeds,DEF,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Tarik Muharemović,Leeds,DEF,5.0,6,6.0,6.0,90,3.4,0.09,0.0,0.09,0.09,1.2
Anton Stach,Leeds,MID,6.0,13,13.0,13.0,90,1.2,0.1,0.05,0.15,0.15,2.1666666666666665
Noah Okafor,Leeds,MID,6.0,1,1.0,1.0,24,0.5,0.0,0.16,0.16,0.6000000000000001,0.16666666666666666
Brenden Aaronson,Leeds,MID,5.5,3,3.0,3.0,81,0.9,0.01,0.01,0.02,0.022222222222222223,0.5454545454545454
Ethan Ampadu,Leeds,MID,5.5,5,5.0,5.0,90,1.4,0.0,0.04,0.04,0.04,0.9090909090909091
Sean Longstaff,Leeds,MID,5.0,1,1.0,1.0,8,0.1,0.0,0.0,0.0,0.0,0.2
Wilfried Gnonto,Leeds,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Harrison,Leeds,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel James,Leeds,MID,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Ilia Gruev,Leeds,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Tanaka Ao,Leeds,MID,5.0,0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0
Dominic Calvert-Lewin,Leeds,FWD,6.0,1,1.0,1.0,90,30.6,0.13,0.0,0.13,0.13,0.16666666666666666
Lukas Nmecha,Leeds,FWD,5.5,0,0.0,0.0,0,0.6,0.0,0.0,0.0,0.0,0.0
Joël Piroe,Leeds,FWD,5.0,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Mateo Joseph Fernández-Regatillo,Leeds,FWD,4.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
James Trafford,Leeds,GK,5.0,9,9.0,9.0,90,3.2,0.0,0.0,0.0,0.0,1.8
Nico Elvedi,Leeds,DEF,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jayden Lienou,Leeds,DEF,4.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie Cresswell,Leeds,MID,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Alisson Becker,Liverpool,GK,5.5,2,2.0,2.0,90,3.6,0.0,0.0,0.0,0.0,0.36363636363636365
Giorgi Mamardashvili,Liverpool,GK,5.0,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Freddie Woodman,Liverpool,GK,4.0,0,0.0,0.0,0,1.1,0.0,0.0,0.0,0.0,0.0
Armin Pecsi,Liverpool,GK,4.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Vitezslav Jaros,Liverpool,GK,4.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Davies,Liverpool,GK,4.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Virgil van Dijk,Liverpool,DEF,6.5,2,2.0,2.0,90,19.5,0.21,0.01,0.22,0.22,0.3076923076923077
Jeremie Frimpong,Liverpool,DEF,5.5,0,0.0,0.0,90,3.6,0.01,0.09,0.1,0.1,0.0
Milos Kerkez,Liverpool,DEF,5.5,0,0.0,0.0,90,3.8,0.02,0.02,0.04,0.04,0.0
Joe Gomez,Liverpool,DEF,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Conor Bradley,Liverpool,DEF,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Wellity Lucky,Liverpool,DEF,4.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Jeremy Jacquet,Liverpool,DEF,5.0,1,1.0,1.0,69,2.4,0.0,0.02,0.02,0.02608695652173913,0.2
Giovanni Leoni,Liverpool,DEF,4.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Kostas Tsimikas,Liverpool,DEF,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Calvin Ramsay,Liverpool,DEF,4.0,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Florian Wirtz,Liverpool,MID,7.5,2,2.0,2.0,62,12.7,0.17,0.04,0.21,0.30483870967741933,0.26666666666666666
Cody Gakpo,Liverpool,MID,7.0,10,10.0,10.0,90,3.7,0.24,0.15,0.39,0.38999999999999996,1.4285714285714286
Dominik Szoboszlai,Liverpool,MID,7.0,8,8.0,8.0,90,41.8,0.85,0.27,1.12,1.12,1.1428571428571428
Rio Ngumoha,Liverpool,MID,6.0,2,2.0,2.0,62,1.2,0.04,0.02,0.06,0.08709677419354839,0.3333333333333333
Federico Chiesa,Liverpool,MID,5.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Ryan Gravenberch,Liverpool,MID,6.0,5,5.0,5.0,77,1.9,0.06,0.05,0.11,0.12857142857142856,0.8333333333333334
Alexis Mac Allister,Liverpool,MID,5.5,1,1.0,1.0,27,1.7,0.0,0.01,0.01,0.03333333333333333,0.18181818181818182
Curtis Jones,Liverpool,MID,5.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Endo Wataru,Liverpool,MID,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Trey Nyoni,Liverpool,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Bajčetić Maquieira,Liverpool,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Munoz,Liverpool,MID,6.5,4,4.0,4.0,27,0.6,0.08,0.04,0.12,0.4,0.6153846153846154
James McConnell,Liverpool,MID,4.5,0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0
Alexander Isak,Liverpool,FWD,9.0,2,2.0,2.0,90,17.0,1.03,0.01,1.04,1.04,0.2222222222222222
Hugo Ekitiké,Liverpool,FWD,7.5,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Lewis Koumas,Liverpool,MID,5.0,1,1.0,1.0,12,0.0,0.04,0.0,0.04,0.30000000000000004,0.2
Jayden Danns,Liverpool,FWD,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Elliott,Liverpool,MID,5.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Ronald Araujo,Liverpool,DEF,5.5,1,1.0,1.0,20,2.7,0.0,0.03,0.03,0.135,0.18181818181818182
Jack Grealish,Man City,MID,6.5,1,1.0,1.0,8,0.2,0.0,0.0,0.0,0.0,0.15384615384615385
Gianluigi Donnarumma,Man City,GK,5.5,3,3.0,3.0,90,8.3,0.0,0.0,0.0,0.0,0.5454545454545454
Marcus Bettinelli,Man City,GK,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Nico O'Reilly,Man City,DEF,6.5,2,2.0,2.0,62,21.4,0.07,0.41,0.48,0.6967741935483871,0.3076923076923077
Marc Guéhi,Man City,DEF,6.0,10,10.0,10.0,90,17.4,0.89,0.31,1.2,1.2,1.6666666666666667
Matheus Nunes,Man City,DEF,6.0,1,1.0,1.0,33,1.6,0.0,0.04,0.04,0.10909090909090909,0.16666666666666666
Rúben dos Santos Gato Alves Dias,Man City,DEF,5.5,2,2.0,2.0,90,1.8,0.0,0.14,0.14,0.14,0.36363636363636365
Joško Gvardiol,Man City,DEF,5.5,9,9.0,9.0,90,11.4,0.19,0.05,0.24,0.24,1.6363636363636365
Rayan Aït-Nouri,Man City,DEF,5.5,0,0.0,0.0,0,0.9,0.0,0.0,0.0,0.0,0.0
Abdukodir Khusanov,Man City,DEF,5.5,2,2.0,2.0,90,1.8,0.0,0.02,0.02,0.02,0.36363636363636365
Max Alleyne,Man City,DEF,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Rico Lewis,Man City,DEF,4.5,1,1.0,1.0,56,0.2,0.17,0.02,0.19,0.3053571428571428,0.2222222222222222
Vitor de Oliveira Nunes dos Reis,Man City,DEF,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Semenyo,Man City,MID,8.5,2,2.0,2.0,90,26.0,0.06,0.02,0.08,0.08,0.23529411764705882
Phil Foden,Man City,MID,7.0,1,1.0,1.0,81,4.4,0.12,0.4,0.52,0.5777777777777778,0.14285714285714285
Rayan Cherki,Man City,MID,7.5,8,8.0,8.0,27,8.4,0.0,0.47,0.47,1.5666666666666667,1.0666666666666667
Jérémy Doku,Man City,MID,7.5,0,0.0,0.0,0,1.8,0.0,0.0,0.0,0.0,0.0
Omar Marmoush,Man City,FWD,7.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Rodrigo 'Rodri' Hernandez Cascante,Man City,MID,6.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sávio Moreira de Oliveira,Man City,MID,6.5,0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0
Tijjani Reijnders,Man City,MID,6.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
